Customer_ID,Date,Product,Feedback,Rating,Age_Group,Location,Issue_Reported,Satisfaction_Score
CUST0751,7/10/2024,SUV,Great design and technology features,4,36-50,Ohio,Brakes,Satisfied
CUST0752,9/1/2024,Hybrid,Excellent performance and smooth ride,3,18-25,Texas,Other,Unsatisfied
CUST0753,11/16/2024,Electric Car,AC stopped working after a week,4,51+,Texas,Battery,Satisfied
CUST0754,10/26/2024,Truck,Exceeded my expectations,4,36-50,Illinois,AC,Satisfied
CUST0755,5/13/2024,SUV,Great design and technology features,5,36-50,California,Brakes,Satisfied
CUST0756,7/26/2024,Sedan,Reliable and easy to maintain,3,51+,Michigan,Transmission,Unsatisfied
CUST0757,8/29/2024,SUV,Engine noise is too loud,5,18-25,Ohio,Battery,Satisfied
CUST0758,9/6/2024,Truck,Transmission issues after 2 months,4,51+,Michigan,Battery,Satisfied
CUST0759,9/10/2024,Sedan,Battery life could be better,5,51+,Texas,None,Satisfied
CUST0760,4/8/2025,Hybrid,Transmission issues after 2 months,3,51+,California,Brakes,Unsatisfied
CUST0761,4/4/2025,Hybrid,Exceeded my expectations,3,36-50,Michigan,Other,Unsatisfied
CUST0762,9/13/2024,Hybrid,Great design and technology features,4,26-35,Ohio,Other,Satisfied
CUST0763,12/21/2024,Truck,Reliable and easy to maintain,4,26-35,Ohio,None,Satisfied
CUST0764,4/15/2025,Hybrid,Very comfortable and fuel efficient,5,51+,California,Transmission,Satisfied
CUST0765,2/2/2025,SUV,Great design and technology features,3,26-35,Illinois,Brakes,Unsatisfied
CUST0766,8/23/2024,SUV,Excellent performance and smooth ride,3,51+,Michigan,Electrical,Unsatisfied
CUST0767,11/15/2024,Truck,Brakes are not responsive,2,36-50,Illinois,Electrical,Unsatisfied
CUST0768,5/20/2024,Electric Car,Very comfortable and fuel efficient,2,51+,New York,AC,Unsatisfied
CUST0769,3/26/2025,Truck,Great design and technology features,4,36-50,Illinois,Transmission,Satisfied
CUST0770,7/20/2024,SUV,Very comfortable and fuel efficient,3,18-25,Texas,Other,Unsatisfied
CUST0771,7/11/2024,Sedan,Great design and technology features,2,51+,Texas,None,Unsatisfied
CUST0772,8/28/2024,Truck,Engine noise is too loud,1,18-25,Texas,Other,Unsatisfied
CUST0773,12/27/2024,Sedan,Transmission issues after 2 months,4,36-50,New York,Battery,Satisfied
CUST0774,4/21/2024,Truck,Reliable and easy to maintain,4,51+,Illinois,Electrical,Satisfied
CUST0775,11/2/2024,Truck,Battery life could be better,2,36-50,Michigan,Other,Unsatisfied
CUST0776,11/25/2024,Sedan,Transmission issues after 2 months,4,26-35,New York,Brakes,Satisfied
CUST0777,5/27/2024,SUV,Battery life could be better,5,26-35,Ohio,Electrical,Satisfied
CUST0778,7/20/2024,Truck,Battery life could be better,3,26-35,Ohio,Transmission,Unsatisfied
CUST0779,12/11/2024,SUV,Great design and technology features,2,51+,California,Engine,Unsatisfied
CUST0780,4/25/2024,Electric Car,Brakes are not responsive,2,26-35,Illinois,Transmission,Unsatisfied
CUST0781,3/15/2025,Truck,Engine noise is too loud,5,18-25,California,Transmission,Satisfied
CUST0782,11/27/2024,Electric Car,Battery life could be better,1,36-50,Illinois,Brakes,Unsatisfied
CUST0783,1/5/2025,Sedan,Excellent performance and smooth ride,3,26-35,Michigan,AC,Unsatisfied
CUST0784,6/9/2024,Sedan,Excellent performance and smooth ride,5,26-35,Michigan,Other,Satisfied
CUST0785,11/12/2024,Electric Car,AC stopped working after a week,2,36-50,Ohio,Transmission,Unsatisfied
CUST0786,7/9/2024,SUV,Excellent performance and smooth ride,4,26-35,California,Brakes,Satisfied
CUST0787,6/5/2024,Electric Car,Very comfortable and fuel efficient,5,26-35,Michigan,Battery,Satisfied
CUST0788,6/21/2024,Electric Car,Great design and technology features,3,26-35,New York,Brakes,Unsatisfied
CUST0789,5/13/2024,Hybrid,Excellent performance and smooth ride,4,26-35,Texas,Transmission,Satisfied
CUST0790,6/2/2024,SUV,AC stopped working after a week,4,51+,Texas,Battery,Satisfied
CUST0791,8/31/2024,Truck,Great design and technology features,4,26-35,Illinois,Transmission,Satisfied
CUST0792,10/15/2024,Electric Car,Battery life could be better,5,18-25,New York,Engine,Satisfied
CUST0793,3/19/2025,Sedan,Engine noise is too loud,5,26-35,Ohio,None,Satisfied
CUST0794,12/21/2024,Sedan,Exceeded my expectations,2,18-25,Michigan,Electrical,Unsatisfied
CUST0795,1/21/2025,Truck,Engine noise is too loud,4,18-25,California,Battery,Satisfied
CUST0796,1/16/2025,Sedan,Engine noise is too loud,4,18-25,California,Transmission,Satisfied
CUST0797,5/8/2024,Truck,AC stopped working after a week,4,36-50,Illinois,Brakes,Satisfied
CUST0798,7/1/2024,Truck,Brakes are not responsive,3,26-35,Ohio,Other,Unsatisfied
CUST0799,7/19/2024,Truck,Brakes are not responsive,4,36-50,Illinois,Battery,Satisfied
CUST0800,1/14/2025,Truck,Very comfortable and fuel efficient,1,26-35,New York,Brakes,Unsatisfied
CUST0801,9/3/2024,SUV,Excellent performance and smooth ride,5,51+,Ohio,Battery,Satisfied
CUST0802,8/30/2024,Truck,Excellent performance and smooth ride,4,36-50,Ohio,Engine,Satisfied
CUST0803,7/25/2024,Truck,Brakes are not responsive,2,36-50,Illinois,None,Unsatisfied
CUST0804,10/14/2024,Electric Car,Very comfortable and fuel efficient,2,18-25,Texas,Brakes,Unsatisfied
CUST0805,8/2/2024,Truck,Great design and technology features,2,26-35,Ohio,Battery,Unsatisfied
CUST0806,10/5/2024,Truck,Battery life could be better,4,26-35,Illinois,Transmission,Satisfied
CUST0807,2/26/2025,Hybrid,Exceeded my expectations,3,51+,Illinois,Electrical,Unsatisfied
CUST0808,4/10/2025,SUV,Reliable and easy to maintain,4,51+,New York,None,Satisfied
CUST0809,9/22/2024,Hybrid,Engine noise is too loud,4,18-25,Illinois,AC,Satisfied
CUST0810,2/1/2025,Electric Car,AC stopped working after a week,5,18-25,Ohio,Brakes,Satisfied
CUST0811,10/30/2024,Hybrid,Reliable and easy to maintain,4,18-25,Texas,Engine,Satisfied
CUST0812,4/1/2025,Sedan,Great design and technology features,5,18-25,Michigan,Battery,Satisfied
CUST0813,9/23/2024,Truck,Engine noise is too loud,1,26-35,Ohio,None,Unsatisfied
CUST0814,3/17/2025,SUV,Engine noise is too loud,5,26-35,Ohio,Other,Satisfied
CUST0815,6/1/2024,SUV,Engine noise is too loud,3,26-35,California,Electrical,Unsatisfied
CUST0816,5/27/2024,SUV,Reliable and easy to maintain,2,26-35,California,Battery,Unsatisfied
CUST0817,10/25/2024,Truck,Exceeded my expectations,5,36-50,Illinois,Battery,Satisfied
CUST0818,3/10/2025,SUV,Reliable and easy to maintain,4,36-50,Ohio,Transmission,Satisfied
CUST0819,5/12/2024,Truck,Great design and technology features,4,36-50,Texas,None,Satisfied
CUST0820,2/24/2025,Hybrid,Reliable and easy to maintain,1,26-35,Illinois,Other,Unsatisfied
CUST0821,10/10/2024,SUV,Reliable and easy to maintain,4,26-35,Texas,AC,Satisfied
CUST0822,8/26/2024,Hybrid,AC stopped working after a week,4,18-25,California,Battery,Satisfied
CUST0823,9/5/2024,Sedan,Battery life could be better,4,36-50,Ohio,Transmission,Satisfied
CUST0824,8/6/2024,Hybrid,Engine noise is too loud,2,18-25,Ohio,Battery,Unsatisfied
CUST0825,10/17/2024,Electric Car,Exceeded my expectations,1,36-50,Michigan,Transmission,Unsatisfied
CUST0826,1/31/2025,Sedan,Brakes are not responsive,4,51+,New York,AC,Satisfied
CUST0827,8/11/2024,Truck,Excellent performance and smooth ride,5,26-35,Texas,Battery,Satisfied
CUST0828,9/8/2024,Electric Car,Brakes are not responsive,2,26-35,Ohio,None,Unsatisfied
CUST0829,1/26/2025,SUV,Brakes are not responsive,4,18-25,Ohio,Electrical,Satisfied
CUST0830,1/29/2025,SUV,Brakes are not responsive,5,26-35,Illinois,Brakes,Satisfied
CUST0831,11/25/2024,Truck,Engine noise is too loud,5,26-35,California,Electrical,Satisfied
CUST0832,2/24/2025,SUV,Excellent performance and smooth ride,3,26-35,Texas,None,Unsatisfied
CUST0833,7/14/2024,Sedan,Exceeded my expectations,3,51+,Ohio,None,Unsatisfied
CUST0834,12/28/2024,Electric Car,Great design and technology features,1,36-50,New York,Electrical,Unsatisfied
CUST0835,11/24/2024,Sedan,Transmission issues after 2 months,5,36-50,California,Engine,Satisfied
CUST0836,10/7/2024,Sedan,Reliable and easy to maintain,1,51+,Illinois,Other,Unsatisfied
CUST0837,3/4/2025,Hybrid,Battery life could be better,4,36-50,Ohio,AC,Satisfied
CUST0838,8/15/2024,Sedan,Battery life could be better,1,26-35,New York,Transmission,Unsatisfied
CUST0839,10/5/2024,Sedan,Reliable and easy to maintain,5,36-50,New York,Other,Satisfied
CUST0840,8/9/2024,Hybrid,Transmission issues after 2 months,5,51+,California,Battery,Satisfied
CUST0841,8/7/2024,Sedan,Exceeded my expectations,2,18-25,Texas,Engine,Unsatisfied
CUST0842,9/29/2024,SUV,Brakes are not responsive,5,18-25,Ohio,None,Satisfied
CUST0843,10/21/2024,Sedan,Great design and technology features,4,18-25,New York,Transmission,Satisfied
CUST0844,6/5/2024,SUV,Great design and technology features,5,26-35,Michigan,AC,Satisfied
CUST0845,9/26/2024,Hybrid,AC stopped working after a week,5,18-25,California,AC,Satisfied
CUST0846,10/14/2024,Truck,Exceeded my expectations,5,36-50,Ohio,Other,Satisfied
CUST0847,3/24/2025,Sedan,Battery life could be better,5,26-35,Ohio,Other,Satisfied
CUST0848,9/11/2024,Hybrid,AC stopped working after a week,3,18-25,Texas,AC,Unsatisfied
CUST0849,7/13/2024,Hybrid,Exceeded my expectations,2,18-25,Michigan,Engine,Unsatisfied
CUST0850,7/5/2024,Electric Car,Very comfortable and fuel efficient,3,36-50,Michigan,Brakes,Unsatisfied
CUST0851,6/1/2024,Sedan,Transmission issues after 2 months,5,51+,Illinois,None,Satisfied
CUST0852,10/25/2024,Sedan,Brakes are not responsive,4,51+,New York,AC,Satisfied
CUST0853,10/18/2024,Truck,Battery life could be better,1,18-25,California,AC,Unsatisfied
CUST0854,10/18/2024,Electric Car,Exceeded my expectations,3,18-25,Michigan,Electrical,Unsatisfied
CUST0855,9/19/2024,Sedan,Reliable and easy to maintain,3,18-25,Texas,Brakes,Unsatisfied
CUST0856,3/12/2025,Hybrid,Reliable and easy to maintain,4,36-50,Ohio,None,Satisfied
CUST0857,6/20/2024,Electric Car,Great design and technology features,4,18-25,New York,AC,Satisfied
CUST0858,4/3/2025,Electric Car,Battery life could be better,5,18-25,New York,Transmission,Satisfied
CUST0859,12/13/2024,Electric Car,Exceeded my expectations,1,36-50,Illinois,None,Unsatisfied
CUST0860,10/21/2024,Truck,Excellent performance and smooth ride,1,26-35,Ohio,None,Unsatisfied
CUST0861,11/28/2024,Truck,Exceeded my expectations,4,51+,Illinois,None,Satisfied
CUST0862,10/21/2024,Truck,Transmission issues after 2 months,4,51+,Ohio,Electrical,Satisfied
CUST0863,8/7/2024,Hybrid,Battery life could be better,5,36-50,Illinois,AC,Satisfied
CUST0864,5/21/2024,Truck,Brakes are not responsive,3,36-50,Texas,Battery,Unsatisfied
CUST0865,1/23/2025,Sedan,Exceeded my expectations,4,26-35,Texas,Transmission,Satisfied
CUST0866,12/14/2024,SUV,Battery life could be better,3,51+,Ohio,Transmission,Unsatisfied
CUST0867,11/15/2024,Hybrid,Great design and technology features,5,51+,New York,Brakes,Satisfied
CUST0868,5/15/2024,Sedan,Transmission issues after 2 months,1,51+,Ohio,AC,Unsatisfied
CUST0869,10/2/2024,Hybrid,Reliable and easy to maintain,5,18-25,Ohio,None,Satisfied
CUST0870,3/2/2025,Sedan,Battery life could be better,4,26-35,California,Electrical,Satisfied
CUST0871,7/12/2024,Truck,Reliable and easy to maintain,5,51+,Michigan,Electrical,Satisfied
CUST0872,12/28/2024,Truck,Excellent performance and smooth ride,3,18-25,New York,Transmission,Unsatisfied
CUST0873,2/24/2025,Sedan,Great design and technology features,5,18-25,Ohio,Other,Satisfied
CUST0874,9/15/2024,Hybrid,Excellent performance and smooth ride,5,51+,Texas,Transmission,Satisfied
CUST0875,4/16/2025,Electric Car,Reliable and easy to maintain,4,51+,Texas,Engine,Satisfied
CUST0876,4/9/2025,Sedan,Transmission issues after 2 months,2,51+,Ohio,Electrical,Unsatisfied
CUST0877,12/15/2024,Truck,AC stopped working after a week,4,26-35,New York,AC,Satisfied
CUST0878,8/22/2024,Sedan,Excellent performance and smooth ride,2,18-25,Michigan,Battery,Unsatisfied
CUST0879,10/2/2024,Hybrid,Reliable and easy to maintain,5,51+,Michigan,Engine,Satisfied
CUST0880,5/15/2024,Sedan,Very comfortable and fuel efficient,3,36-50,New York,Transmission,Unsatisfied
CUST0881,1/8/2025,Electric Car,Very comfortable and fuel efficient,4,26-35,New York,None,Satisfied
CUST0882,7/29/2024,Electric Car,Brakes are not responsive,5,51+,Michigan,None,Satisfied
CUST0883,3/8/2025,Truck,Transmission issues after 2 months,2,26-35,Ohio,AC,Unsatisfied
CUST0884,1/13/2025,Hybrid,Great design and technology features,3,26-35,Michigan,Battery,Unsatisfied
CUST0885,5/20/2024,SUV,Excellent performance and smooth ride,2,51+,Texas,Transmission,Unsatisfied
CUST0886,1/12/2025,Sedan,Excellent performance and smooth ride,4,51+,Illinois,Brakes,Satisfied
CUST0887,10/24/2024,Sedan,Great design and technology features,2,26-35,Texas,Engine,Unsatisfied
CUST0888,1/17/2025,Hybrid,Excellent performance and smooth ride,1,36-50,New York,Engine,Unsatisfied
CUST0889,12/25/2024,Sedan,Brakes are not responsive,1,18-25,New York,Engine,Unsatisfied
CUST0890,3/29/2025,SUV,Reliable and easy to maintain,1,26-35,Illinois,Brakes,Unsatisfied
CUST0891,3/25/2025,SUV,Transmission issues after 2 months,5,36-50,California,Transmission,Satisfied
CUST0892,12/21/2024,Hybrid,Engine noise is too loud,1,36-50,California,Transmission,Unsatisfied
CUST0893,2/26/2025,Sedan,Very comfortable and fuel efficient,4,18-25,Illinois,AC,Satisfied
CUST0894,12/15/2024,Hybrid,Great design and technology features,5,51+,Michigan,Electrical,Satisfied
CUST0895,7/5/2024,SUV,Engine noise is too loud,2,26-35,Texas,Battery,Unsatisfied
CUST0896,8/5/2024,Sedan,AC stopped working after a week,2,51+,Michigan,Battery,Unsatisfied
CUST0897,2/3/2025,Sedan,Very comfortable and fuel efficient,5,26-35,New York,None,Satisfied
CUST0898,9/11/2024,SUV,Transmission issues after 2 months,5,18-25,Texas,Electrical,Satisfied
CUST0899,11/2/2024,Truck,Very comfortable and fuel efficient,2,51+,New York,Electrical,Unsatisfied
CUST0900,4/29/2024,Electric Car,Battery life could be better,3,36-50,Ohio,Brakes,Unsatisfied
CUST0901,2/22/2025,Hybrid,Reliable and easy to maintain,5,26-35,California,Other,Satisfied
CUST0902,9/12/2024,Sedan,Excellent performance and smooth ride,3,36-50,Michigan,Transmission,Unsatisfied
CUST0903,3/30/2025,Electric Car,Great design and technology features,3,26-35,Illinois,Electrical,Unsatisfied
CUST0904,10/23/2024,Truck,Excellent performance and smooth ride,4,18-25,Illinois,Engine,Satisfied
CUST0905,6/29/2024,Hybrid,Exceeded my expectations,3,26-35,Ohio,Brakes,Unsatisfied
CUST0906,1/29/2025,Hybrid,Very comfortable and fuel efficient,3,36-50,Illinois,Electrical,Unsatisfied
CUST0907,12/20/2024,Electric Car,Engine noise is too loud,5,36-50,New York,Brakes,Satisfied
CUST0908,11/6/2024,Truck,Great design and technology features,4,18-25,New York,Transmission,Satisfied
CUST0909,3/6/2025,Sedan,Very comfortable and fuel efficient,5,26-35,Illinois,Transmission,Satisfied
CUST0910,1/7/2025,SUV,Brakes are not responsive,4,26-35,New York,Engine,Satisfied
CUST0911,8/13/2024,Hybrid,Exceeded my expectations,1,36-50,California,Engine,Unsatisfied
CUST0912,9/15/2024,Hybrid,Excellent performance and smooth ride,2,18-25,Texas,Transmission,Unsatisfied
CUST0913,1/10/2025,Sedan,Battery life could be better,5,18-25,California,Electrical,Satisfied
CUST0914,7/29/2024,SUV,Reliable and easy to maintain,4,18-25,Texas,Brakes,Satisfied
CUST0915,1/22/2025,Hybrid,Battery life could be better,5,51+,Illinois,Brakes,Satisfied
CUST0916,4/6/2025,Electric Car,Very comfortable and fuel efficient,5,51+,Ohio,Transmission,Satisfied
CUST0917,4/17/2025,Sedan,Battery life could be better,2,36-50,Illinois,Brakes,Unsatisfied
CUST0918,4/26/2024,Hybrid,Excellent performance and smooth ride,3,18-25,Texas,Brakes,Unsatisfied
CUST0919,5/12/2024,SUV,Excellent performance and smooth ride,4,36-50,New York,Engine,Satisfied
CUST0920,9/23/2024,Sedan,Excellent performance and smooth ride,3,26-35,Texas,Brakes,Unsatisfied
CUST0921,6/4/2024,Hybrid,Battery life could be better,4,18-25,New York,None,Satisfied
CUST0922,11/4/2024,Electric Car,Brakes are not responsive,4,18-25,Michigan,Transmission,Satisfied
CUST0923,6/8/2024,Hybrid,AC stopped working after a week,3,51+,Texas,Transmission,Unsatisfied
CUST0924,11/22/2024,Truck,Engine noise is too loud,5,36-50,Texas,Other,Satisfied
CUST0925,2/27/2025,Sedan,Very comfortable and fuel efficient,2,51+,New York,Battery,Unsatisfied
CUST0926,1/8/2025,SUV,AC stopped working after a week,4,26-35,New York,Other,Satisfied
CUST0927,9/12/2024,Electric Car,Battery life could be better,1,36-50,Illinois,None,Unsatisfied
CUST0928,8/5/2024,Truck,Transmission issues after 2 months,4,26-35,California,None,Satisfied
CUST0929,12/20/2024,Electric Car,Battery life could be better,5,26-35,New York,Electrical,Satisfied
CUST0930,4/15/2025,Hybrid,Great design and technology features,1,26-35,Ohio,Engine,Unsatisfied
CUST0931,3/10/2025,Truck,Excellent performance and smooth ride,5,26-35,Illinois,Transmission,Satisfied
CUST0932,4/11/2025,Sedan,Transmission issues after 2 months,4,18-25,California,Engine,Satisfied
CUST0933,12/15/2024,Sedan,AC stopped working after a week,4,18-25,Illinois,Transmission,Satisfied
CUST0934,10/27/2024,Electric Car,Reliable and easy to maintain,3,36-50,Illinois,Engine,Unsatisfied
CUST0935,10/12/2024,Sedan,Reliable and easy to maintain,1,36-50,Texas,Electrical,Unsatisfied
CUST0936,2/14/2025,Hybrid,Great design and technology features,5,36-50,Ohio,Electrical,Satisfied
CUST0937,11/15/2024,Truck,Exceeded my expectations,3,26-35,California,Battery,Unsatisfied
CUST0938,5/17/2024,SUV,Brakes are not responsive,5,26-35,Michigan,AC,Satisfied
CUST0939,3/24/2025,Truck,Brakes are not responsive,2,36-50,New York,Battery,Unsatisfied
CUST0940,12/19/2024,Sedan,Very comfortable and fuel efficient,4,18-25,Michigan,Electrical,Satisfied
CUST0941,3/8/2025,Electric Car,Brakes are not responsive,4,51+,Ohio,None,Satisfied
CUST0942,11/1/2024,Electric Car,Engine noise is too loud,2,51+,California,Transmission,Unsatisfied
CUST0943,10/8/2024,Electric Car,Engine noise is too loud,5,18-25,New York,Electrical,Satisfied
CUST0944,5/4/2024,Sedan,Very comfortable and fuel efficient,5,18-25,Illinois,AC,Satisfied
CUST0945,1/25/2025,Electric Car,Transmission issues after 2 months,4,51+,New York,AC,Satisfied
CUST0946,5/1/2024,Electric Car,Excellent performance and smooth ride,3,51+,California,AC,Unsatisfied
CUST0947,1/24/2025,Hybrid,Very comfortable and fuel efficient,5,36-50,California,Electrical,Satisfied
CUST0948,12/21/2024,Sedan,Excellent performance and smooth ride,5,36-50,Ohio,Electrical,Satisfied
CUST0949,1/8/2025,SUV,Very comfortable and fuel efficient,1,26-35,Ohio,Battery,Unsatisfied
CUST0950,1/29/2025,Truck,Great design and technology features,1,51+,Texas,Brakes,Unsatisfied
CUST0951,11/1/2024,Hybrid,Very comfortable and fuel efficient,4,51+,Michigan,AC,Satisfied
CUST0952,3/7/2025,Electric Car,Reliable and easy to maintain,4,51+,Texas,None,Satisfied
CUST0953,12/14/2024,Truck,Excellent performance and smooth ride,5,36-50,Texas,Other,Satisfied
CUST0954,2/14/2025,Electric Car,Reliable and easy to maintain,5,26-35,Illinois,Engine,Satisfied
CUST0955,8/16/2024,Electric Car,Very comfortable and fuel efficient,3,26-35,Illinois,None,Unsatisfied
CUST0956,10/26/2024,Sedan,Very comfortable and fuel efficient,5,26-35,Michigan,None,Satisfied
CUST0957,3/2/2025,SUV,Excellent performance and smooth ride,1,36-50,California,None,Unsatisfied
CUST0958,10/24/2024,Truck,AC stopped working after a week,5,36-50,New York,Engine,Satisfied
CUST0959,10/23/2024,Sedan,Transmission issues after 2 months,3,36-50,Texas,Transmission,Unsatisfied
CUST0960,7/15/2024,Sedan,Very comfortable and fuel efficient,4,26-35,California,Other,Satisfied
CUST0961,2/10/2025,SUV,Brakes are not responsive,1,51+,Michigan,Engine,Unsatisfied
CUST0962,5/10/2024,Electric Car,AC stopped working after a week,3,26-35,California,Battery,Unsatisfied
CUST0963,7/3/2024,Truck,Excellent performance and smooth ride,1,36-50,New York,None,Unsatisfied
CUST0964,1/25/2025,Truck,Great design and technology features,5,51+,Texas,Electrical,Satisfied
CUST0965,9/7/2024,Hybrid,AC stopped working after a week,4,51+,California,AC,Satisfied
CUST0966,11/25/2024,Hybrid,Reliable and easy to maintain,4,51+,New York,AC,Satisfied
CUST0967,12/30/2024,Truck,Battery life could be better,5,26-35,Ohio,Engine,Satisfied
CUST0968,5/16/2024,Hybrid,Great design and technology features,4,36-50,Ohio,AC,Satisfied
CUST0969,10/25/2024,Truck,Exceeded my expectations,2,18-25,New York,Other,Unsatisfied
CUST0970,4/3/2025,SUV,AC stopped working after a week,2,36-50,Illinois,None,Unsatisfied
CUST0971,8/26/2024,SUV,Exceeded my expectations,5,36-50,Illinois,Electrical,Satisfied
CUST0972,12/3/2024,Electric Car,Great design and technology features,3,51+,Michigan,AC,Unsatisfied
CUST0973,10/10/2024,Hybrid,Great design and technology features,2,26-35,Texas,Battery,Unsatisfied
CUST0974,3/22/2025,SUV,Transmission issues after 2 months,4,18-25,Michigan,Brakes,Satisfied
CUST0975,5/14/2024,Sedan,Brakes are not responsive,2,18-25,Illinois,Electrical,Unsatisfied
CUST0976,6/13/2024,Truck,Transmission issues after 2 months,5,36-50,New York,Electrical,Satisfied
CUST0977,3/26/2025,Sedan,Transmission issues after 2 months,2,26-35,Illinois,Brakes,Unsatisfied
CUST0978,7/2/2024,SUV,Great design and technology features,2,36-50,Michigan,None,Unsatisfied
CUST0979,11/26/2024,Sedan,AC stopped working after a week,1,51+,California,Electrical,Unsatisfied
CUST0980,5/4/2024,Hybrid,Excellent performance and smooth ride,5,18-25,California,Engine,Satisfied
CUST0981,7/17/2024,Sedan,Reliable and easy to maintain,4,36-50,Texas,Other,Satisfied
CUST0982,6/19/2024,Truck,Transmission issues after 2 months,3,18-25,Michigan,Engine,Unsatisfied
CUST0983,5/15/2024,SUV,Brakes are not responsive,1,26-35,Ohio,Brakes,Unsatisfied
CUST0984,1/22/2025,Electric Car,Very comfortable and fuel efficient,4,36-50,Illinois,None,Satisfied
CUST0985,7/13/2024,Sedan,Transmission issues after 2 months,5,26-35,Michigan,AC,Satisfied
CUST0986,8/11/2024,Truck,Very comfortable and fuel efficient,1,51+,New York,Battery,Unsatisfied
CUST0987,12/29/2024,Hybrid,Transmission issues after 2 months,3,51+,Illinois,Brakes,Unsatisfied
CUST0988,2/13/2025,Electric Car,Battery life could be better,4,36-50,Texas,None,Satisfied
CUST0989,12/14/2024,SUV,Engine noise is too loud,2,18-25,Texas,AC,Unsatisfied
CUST0990,8/31/2024,Hybrid,Battery life could be better,5,36-50,Ohio,Battery,Satisfied
CUST0991,9/29/2024,Sedan,Exceeded my expectations,4,36-50,Ohio,Transmission,Satisfied
CUST0992,8/4/2024,Electric Car,Reliable and easy to maintain,3,51+,Illinois,Other,Unsatisfied
CUST0993,8/31/2024,Electric Car,Excellent performance and smooth ride,5,36-50,California,Other,Satisfied
CUST0994,4/2/2025,Hybrid,Exceeded my expectations,1,26-35,Texas,AC,Unsatisfied
CUST0995,7/1/2024,Sedan,Engine noise is too loud,5,51+,Texas,None,Satisfied
CUST0996,9/7/2024,Truck,Transmission issues after 2 months,3,51+,Michigan,AC,Unsatisfied
CUST0997,12/1/2024,Electric Car,Reliable and easy to maintain,4,36-50,California,None,Satisfied
CUST0998,6/10/2024,SUV,Excellent performance and smooth ride,5,26-35,Michigan,None,Satisfied
CUST0999,4/8/2025,Truck,AC stopped working after a week,5,18-25,Texas,Electrical,Satisfied
CUST1000,5/5/2024,Hybrid,Battery life could be better,3,18-25,California,None,Unsatisfied
